,blues,greens,reds,nirs,swir1s,swir2s,thermals,qa,dates
1546,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-03-13
1547,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-03-22
1548,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-03-29
1549,3186,3383,3341,5131,3618,2947,-35,224,2006-04-05
1550,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-04-06
1551,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-04-07
1552,260,363,294,2551,1032,444,1745,66,2006-04-13
1553,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-04-14
1554,247,371,242,2954,1232,491,1605,66,2006-04-21
1555,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-04-23
1556,20000,6246,6363,6972,20000,5073,845,224,2006-04-29
1557,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-04-30
1558,220,366,253,2944,1232,431,2075,66,2006-05-07
1559,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-05-08
1560,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-05-09
1561,260,455,351,3054,1371,509,3045,66,2006-05-15
1562,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-05-16
1563,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-05-23
1564,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-05-24
1565,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-05-25
1566,271,489,294,3209,1285,536,2585,66,2006-05-31
1567,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-06-01
1568,587,718,656,2703,1151,568,1545,66,2006-06-08
1569,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-06-09
1570,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-06-10
1571,259,410,313,3422,1327,534,3125,66,2006-06-16
1572,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-06-17
1573,339,523,349,3195,1212,491,2535,66,2006-06-24
1574,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-06-25
1575,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-06-26
1576,333,554,459,3483,1356,504,2365,66,2006-07-02
1577,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-07-03
1578,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-07-04
1579,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-07-10
1580,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-07-11
1581,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-07-12
1582,323,442,363,3273,1404,556,3205,66,2006-07-18
1583,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-07-19
1584,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-07-20
1585,264,444,353,3200,1262,525,2785,66,2006-07-26
1586,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-07-27
1587,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-07-28
1588,344,527,436,3078,1259,520,3005,66,2006-08-03
1589,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-08-04
1590,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-08-05
1591,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-08-11
1592,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-08-12
1593,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-08-13
1594,335,420,398,3009,1253,503,2665,66,2006-08-19
1595,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-08-20
1596,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-08-21
1597,277,424,306,2870,1034,411,2335,66,2006-08-27
1598,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-08-28
1599,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-08-29
1600,358,444,364,2702,1107,455,2545,66,2006-09-04
1601,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-09-05
1602,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-09-06
1603,277,415,285,2561,1043,409,3025,66,2006-09-12
1604,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-09-13
1605,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-09-14
1606,286,322,279,2557,1148,522,2545,66,2006-09-20
1607,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-09-21
1608,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-09-22
1609,909,1019,980,2134,1307,773,1705,224,2006-09-28
1610,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-09-29
1611,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-09-30
1612,20000,6857,7002,7055,5340,3801,605,224,2006-10-06
1613,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-10-07
1614,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-10-08
1615,3175,3237,3444,3723,3442,2867,695,224,2006-10-14
1616,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-10-15
1617,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-10-16
1618,267,363,299,2208,898,353,2665,66,2006-10-22
1619,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-10-23
1620,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-10-24
1621,4357,4626,4905,5369,5032,4288,405,224,2006-10-30
1622,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-10-31
1623,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-11-01
1624,296,352,256,1808,834,350,2105,66,2006-11-07
1625,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-11-08
1626,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-11-09
1627,316,313,247,1886,763,265,1435,66,2006-11-15
1628,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-11-16
1629,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-11-17
1630,156,242,183,1414,660,321,1425,66,2006-11-23
1631,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-11-24
1632,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-11-25
1633,134,272,224,1779,519,252,1155,66,2006-12-01
1634,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-12-02
1635,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-12-03
1636,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-12-11
1637,4259,4219,4117,4317,2532,1390,-225,224,2006-12-17
1638,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-12-18
1639,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-12-19
1640,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-12-25
1641,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2006-12-26
1642,4848,4842,4825,5660,3377,3018,-3565,224,2007-01-02
1643,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-01-03
1644,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-01-04
1645,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-01-11
1646,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-01-12
1647,144,271,186,1809,684,252,1105,66,2007-01-18
1648,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-01-19
1649,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-01-20
1650,517,506,499,2184,840,327,1095,66,2007-01-26
1651,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-01-27
1652,223,370,212,2071,694,225,1325,66,2007-02-03
1653,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-02-04
1654,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-02-05
1655,421,456,331,2397,896,394,1235,66,2007-02-11
1656,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-02-12
1657,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-02-13
1658,197,277,172,2169,797,229,1325,66,2007-02-19
1659,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-02-20
1660,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-02-21
1661,1360,1511,1480,3367,2784,1958,85,224,2007-02-27
1662,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-02-28
1663,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-03-01
1664,359,498,346,2807,1127,476,1105,66,2007-03-07
1665,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-03-08
1666,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-03-09
1667,211,357,214,2293,1026,385,2105,66,2007-03-15
1668,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-03-16
1669,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-03-17
1670,212,329,239,2537,947,367,1925,66,2007-03-23
1671,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-03-24
1672,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-03-25
1673,256,326,286,2660,1134,467,2015,66,2007-03-31
1674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-04-01
1675,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-04-02
1676,250,392,258,2770,1146,444,1655,66,2007-04-08
1677,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-04-09
1678,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-04-10
1679,268,397,303,2771,1220,500,2415,66,2007-04-16
1680,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-04-17
1681,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-04-18
1682,218,367,263,2945,1159,478,1925,66,2007-04-24
1683,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-04-25
1684,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-04-26
1685,1225,1106,1149,909,1649,1035,1045,96,2007-05-02
1686,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-05-03
1687,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-05-04
1688,290,447,328,3073,1275,462,1975,66,2007-05-10
1689,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-05-11
1690,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-05-12
1691,481,633,607,3137,1516,698,1925,66,2007-05-18
1692,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-05-19
1693,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-05-20
1694,299,462,390,3187,1305,503,2285,66,2007-05-26
1695,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-05-27
1696,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-05-28
1697,611,791,821,3197,1875,1032,1615,66,2007-06-03
1698,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-06-04
1699,289,476,372,3186,1446,610,2435,66,2007-06-11
1700,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-06-12
1701,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-06-13
1702,323,562,470,3289,1585,624,3005,66,2007-06-19
1703,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-06-20
1704,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-06-21
1705,275,477,358,3194,1418,595,2535,66,2007-06-27
1706,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-06-28
1707,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-06-29
1708,381,533,441,3195,1512,674,3445,66,2007-07-05
1709,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-07-06
1710,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-07-07
1711,225,454,301,3097,1349,492,2685,66,2007-07-13
1712,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-07-14
1713,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-07-15
1714,2464,2886,2985,3930,4244,3579,1655,224,2007-07-21
1715,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-07-22
1716,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-07-23
1717,210,414,292,3009,1285,523,2735,66,2007-07-29
1718,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-07-30
1719,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-07-31
1720,20000,5581,5876,6388,5683,4196,545,224,2007-08-06
1721,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-08-07
1722,221,398,289,2876,1320,539,2635,66,2007-08-14
1723,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-08-15
1724,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-08-16
1725,288,494,407,2723,1293,545,2875,66,2007-08-22
1726,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-08-23
1727,262,472,329,2519,1248,527,3025,66,2007-08-30
1728,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-08-31
1729,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-09-01
1730,489,548,534,2509,1334,573,2795,66,2007-09-07
1731,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-09-08
1732,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-09-09
1733,267,407,258,2426,1146,514,2285,66,2007-09-15
1734,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-09-16
1735,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-09-17
1736,2927,3277,3493,4165,4266,3654,545,224,2007-09-23
1737,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-09-24
1738,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-09-25
1739,263,389,247,2500,1113,419,2025,66,2007-10-01
1740,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-10-02
1741,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-10-10
1742,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-10-17
1743,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-10-19
1744,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-10-26
1745,277,307,254,1970,820,304,2025,66,2007-11-02
1746,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-11-04
1747,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-11-11
1748,4871,5006,5267,5625,4796,3563,1045,224,2007-11-18
1749,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-11-20
1750,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-11-27
1751,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-12-04
1752,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-12-06
1753,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-12-13
1754,210,221,234,1460,597,222,985,66,2007-12-20
1755,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-12-22
1756,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2007-12-29
1757,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-01-05
1758,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-01-07
1759,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-01-14
1760,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-01-29
1761,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-01-30
1762,4499,4448,4628,5007,3661,2604,155,224,2008-02-06
1763,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-02-07
1764,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-02-08
1765,168,294,235,1872,847,328,1285,66,2008-02-14
1766,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-02-15
1767,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-02-16
1768,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-02-24
1769,917,1222,1076,3122,1947,1173,-135,160,2008-03-01
1770,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-03-02
1771,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-03-03
1772,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-03-09
1773,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-03-10
1774,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-03-11
1775,171,305,229,2375,1082,344,1795,66,2008-03-17
1776,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-03-18
1777,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-03-19
1778,1178,1279,1179,2598,1226,793,-355,224,2008-03-25
1779,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-03-26
1780,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-03-27
1781,2608,2759,2579,3396,1480,895,-295,224,2008-04-02
1782,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-04-03
1783,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-04-04
1784,243,409,311,2772,1124,457,1925,66,2008-04-10
1785,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-04-11
1786,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-04-12
1787,295,452,366,2847,1268,534,2415,66,2008-04-18
1788,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-04-19
1789,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-04-20
1790,222,396,290,2873,1186,438,2435,66,2008-04-26
1791,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-04-27
1792,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-04-28
1793,20000,6169,6345,6693,20000,4488,545,224,2008-05-04
1794,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-05-05
1795,369,608,487,3028,1434,693,1765,66,2008-05-12
1796,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-05-13
1797,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-05-14
1798,370,571,473,3093,1444,641,2665,66,2008-05-20
1799,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-05-21
1800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-05-22
1801,1386,1448,1514,2833,2174,1463,985,224,2008-05-28
1802,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-05-29
1803,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-05-30
1804,258,467,352,3055,1499,603,2835,66,2008-06-05
1805,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-06-06
1806,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-06-07
1807,368,597,499,3068,1568,707,2935,66,2008-06-13
1808,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-06-14
1809,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-06-15
1810,330,512,451,3075,1590,612,3875,66,2008-06-21
1811,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-06-22
1812,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-06-23
1813,605,777,677,2960,1399,618,2385,66,2008-06-29
1814,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-06-30
1815,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-07-01
1816,840,975,883,2876,1411,581,3445,66,2008-07-07
1817,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-07-08
1818,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-07-09
1819,1108,1162,1173,2731,1730,902,2025,224,2008-07-15
1820,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-07-16
1821,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-07-17
1822,286,442,390,2862,1397,553,3045,66,2008-07-23
1823,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-07-24
1824,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-07-25
1825,286,440,381,2783,1406,597,2585,66,2008-07-31
1826,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-08-01
1827,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-08-02
1828,375,589,544,2705,1278,529,2495,66,2008-08-08
1829,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-08-09
1830,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-08-10
1831,316,489,386,2596,1255,457,2485,66,2008-08-16
1832,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-08-17
1833,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-08-18
1834,308,454,423,2515,1190,519,2835,66,2008-08-24
1835,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-08-25
1836,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-08-26
1837,290,457,312,2364,1208,484,2835,66,2008-09-01
1838,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-09-02
1839,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-09-03
1840,454,676,578,2415,1224,582,2415,66,2008-09-09
1841,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-09-10
1842,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-09-11
1843,365,517,434,2483,1243,545,2135,66,2008-09-17
1844,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-09-18
1845,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-09-19
1846,238,428,363,2104,1088,506,2835,66,2008-09-25
1847,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-09-26
1848,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-09-27
1849,1135,1232,1236,2125,1426,1002,-225,66,2008-10-03
1850,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-10-04
1851,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-10-05
1852,354,416,359,1970,1064,454,2015,66,2008-10-11
1853,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-10-12
1854,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-10-13
1855,281,383,337,2025,1031,438,1705,66,2008-10-19
1856,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-10-20
1857,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-10-21
1858,643,794,775,1882,1224,866,1185,96,2008-10-27
1859,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-10-28
1860,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-10-29
1861,2674,2798,3013,3760,3899,3254,-35,224,2008-11-04
1862,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-11-06
1863,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-11-13
1864,1639,1638,1709,2612,2323,1735,1155,224,2008-11-20
1865,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-11-22
1866,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-11-29
1867,302,313,255,1692,659,257,1385,66,2008-12-06
1868,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-12-08
1869,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-12-15
1870,864,1024,1034,2558,1996,1184,585,160,2008-12-22
1871,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2008-12-31
1872,3269,3443,3727,4498,4806,4219,645,224,2009-01-07
1873,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-01-08
1874,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-01-09
1875,218,223,212,1302,766,228,1925,66,2009-01-15
1876,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-01-16
1877,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-01-25
1878,269,269,255,1701,894,319,1335,66,2009-01-31
1879,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-02-01
1880,20000,20000,20000,8352,5699,3881,35,224,2009-02-08
1881,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-02-09
1882,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-02-10
1883,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-02-17
1884,285,357,258,2215,1048,444,1385,66,2009-02-24
1885,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-02-25
1886,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-02-26
1887,3879,3671,3657,4979,2643,1856,-1785,224,2009-03-04
1888,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-03-05
1889,222,369,220,2143,980,445,1325,66,2009-03-12
1890,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-03-13
1891,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-03-14
1892,3262,3474,3644,5267,4593,4132,795,224,2009-03-20
1893,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-03-21
1894,183,371,224,2418,1093,408,2025,66,2009-03-28
1895,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-03-29
1896,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-03-30
1897,248,380,271,2421,1221,522,2235,66,2009-04-05
1898,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-04-06
1899,1898,2011,2009,3276,1920,1445,-1685,224,2009-04-13
1900,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-04-14
1901,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-04-15
1902,2177,2138,2122,3469,1858,1265,-1785,224,2009-04-21
1903,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-04-22
1904,289,472,326,2931,1303,517,1765,66,2009-04-29
1905,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-04-30
1906,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-05-01
1907,264,427,295,2713,1258,543,2365,66,2009-05-07
1908,203,485,310,2882,1254,488,2385,66,2009-05-15
1909,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-05-16
1910,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-05-17
1911,2445,2528,2672,3935,3650,3032,845,224,2009-05-23
1912,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-05-24
1913,795,1019,997,2868,1931,1144,1495,66,2009-05-31
1914,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-06-01
1915,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-06-02
1916,359,539,392,3330,1397,599,2285,66,2009-06-08
1917,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-06-09
1918,538,729,616,3551,1582,717,1765,66,2009-06-16
1919,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-06-17
1920,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-06-18
1921,356,593,461,3277,1445,600,2915,66,2009-06-24
1922,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-06-25
1923,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-06-26
1924,271,503,328,3300,1318,511,2635,66,2009-07-02
1925,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009-07-03
